"id","content"
70,"Désolé, mais je n'ai pas le temps de m'excuser pour les injustices passées."
71,"Pour moi, un des secrets de la vie est l'Existence elle-même."
72,"Docteur, je ne pensais pas vous revoir un jour."
73,"Je vous pardonnerai jamais !"
74,"Vous n'avez pas l'air bien."
75,"Vous allez voir la puissance d'une Bête Divine."
76,"Ma Bête Divine ne peut pas perdre !"
77,"Pousse-toi Sprout, ce n'est pas contre toi que j'ai envie de me battre !"
78,"Désolé, ne me dérangez pas maintenant !"
79,"Voilà une bonne occasion de mesurer la force d'un Robot Soldat."
80,"Après tout, je suis prêt à mourir."
81,"Je ne peux pas vous laisser repartir vivant maintenant que vous m'avez vu."
82,"Une rose de mauvaise augure... Je vais en finir ici !"
83,"Je n'ai pas de temps à perdre avec toi, gamin."
84,"Comme si vous pouviez y comprendre quelque chose !"
85,"Faites-moi donc voir le fil de cette épée que l'on disait être la plus aguerrie de tout le royaume !"
86,"Ne compte pas sur mon indulgence, Asura !"
87,"Je n'aurai aucune pitié pour toi..."
88,"Je dois protéger quelque chose coûte que coûte !"
89,"Capitaine, vous devriez vous retirer."
90,"Je ne pensais pas te revoir un jour, Florence !"
91,"On dirait bien que tu as comploté dans notre dos, Asura !"
92,"Quelle femme coriace, nous allons devoir t'arrêter de mes propre mains."
93,"Nous voilà embourbés dans une sale situation..."
94,"Désolé, mais ne pourriez-vous pas vous adresser à quelqu'un d'autre ?"
95,"Lorsque l'heure sera venue, notre Cause sera entendue."
96,"C'est à l'Empire de gouverner le Monde."
97,"Nous ne sommes pas si différents, et pourtant..."
98,"Qu'est-ce que vous êtes buté ! Finissons-en maintenant !"
99,"Il va falloir vaincre la Peur."
100,"Nous ne vous montrerons aucune pitié."
101,"Le 'spectacle' de ce soir promet d'être intéressant !"
102,"La beauté des fleurs n'est qu'éphémère..."
103,"Cette Bataille a-t-elle seulement un sens ?"
104,"Voilà qui tombe bien. Profitons donc de ce jeu !"
105,"Le parfum des fleurs apaise les âmes. Tu devrais essayer d'en profiter un peu."
106,"Les gens qui vivent de leur épée se doivent de mourir par l'épée, voilà ce que j'en pense !"
107,"Ces luttes incessantes ont changé le monde."
108,"Si tu perds cette bataille, tu perdras aussi une part de ton âme."
109,"Même s'il n'y a pas de sens à cette bataille, je peux exiger de la gagner."
110,"Le dernier debout gagne."
111,"Tu me déranges. Va crever !"
112,"Venez m'affronter, si vous êtes prêt à mourir !"
113,"Je ne peux pas mourir ici, quoi qu'il arrive !"
114,"Je veux pas mourir pour rien. Je vais me battre de toutes mes forces."
115,"Tu vas déchanter si tu sous-estimes ma force !"
116,"Mon sang appelle le sang..."
117,"Je n'ai pas peur de la mort, surtout si elle peut m'apporter la paix !"
118,"La vie m'agace..."
119,"Cela signifie que la mort n'est pas une fin en soi..."
120,"La mort elle-même est Lumière. La dernière, dans ce monde de Ténèbres..."
121,"Tu crois pouvoir gagner avec ta technique ?"
122,"Je vais te prouver mon habileté à l'épée."
123,"Je vais combattre loyalement."
124,"Je suis habitué aux difficultés. Allez, viens m'attaquer !"
125,"Une bataille éternelle ! Voilà qui devrait me plaire !"
126,"Êtes-vous prêt ?"
127,"Voilà encore quelque chose d'embêtant..."
128,"Il faut y aller."
129,"Je ne peux pas mourir ici. C'est parti !"
130,"J'ai encore des choses à faire... Evite-moi la rancune !"
131,"Avez-vous jamais vu les Ténèbres de ce Monde ?"
132,"Illusion ou réalité ...... Eh bien, peu importe."
133,"Tous mes rêves se réaliseront donc... faites attention."
134,"Ce n'est pas de ma faute... Je..."
135,"Laissez-moi tranquille..."
136,"Vous ne me vaincrez pas, car j'en ai décidé ainsi !"
137,"Vous ne pouvez pas aller contre votre destin. Mais moi, je le peux."
138,"J'ai déjà gagné à plusieurs reprises contre toi, tu sais ?"
139,"Tu ne devrais pas te dresser contre moi si tu tiens à la vie."
140,"Vous voulez vraiment voir ma ‹ force › ?"
141,"Vas-y gamin, sors ton épée le premier !"
142,"Tu vas regretter cela juste avant de mourir."
143,"Il va falloir que tu me battes, si tu veux vivre !"
144,"Réfléchis bien. Penses-tu vraiment pouvoir gagner ?"
145,"Le passé te suivra toujours, qu'il soit bon ou mauvais."
146,
147,
148,
149,
150,
151,"Le temps de rendre Justice est venu."
152,"Pourrissez donc à la Lumière !"
153,"On va finir sans douleur."
154,"Je le protégerai, envers et contre tout."
155,"Avez-vous trouver de l'espoir au combat, ou..."
156,"Mon ‹ sang › vous coûtera cher !"
157,"Robb ! A table !"
158,"Pas besoin d'avoir peur. De toute façon tu mourras."
159,"Tu as besoin d'un stimulus ? Ne t'inquiète pas, je peux t'en donner autant que tu le souhaites !"
160,"Détends-toi. Voici venue la Fin."
161,"Connaissez-vous vraiment la définition du mot ‹ Redistribution › ?"
162,"Je combats pour réaliser une mission. Et vous ?"
163,"Je n'ai pas le temps. Vous me ne dérangerez pas!"
164,"Tu dois me rendre les choses que tu as volées !"
165,"Il reste encore le Futur à sauver !"
166,"Je ne vous pardonnerez pas. Préparez-vous à mourir."
167,"La miséricorde peut parfois devenir un ennemi."
168,"Deviens la rouille de mon épée."
169,"Ce n'est pas le bon endroit pour mourir..."
170,"Vous allez devoir affronter l'Obscurité... Une obscurité bien plus sombre encore que la Mort."
171,"Viens !"
172,"On va bien s'amuser !"
173,"Prendre un coup de lame fait mal. Et en plus de faire mal, on en meurt."
174,"Il existe des batailles auxquelles on ne peut échapper."
175,"Quoi que je dise, ça te donnera une excuse pour m'attaquer, non ?"
176,"Bien bien... Espérons que ce sera une expérience utile !"
177,"Fais quelque chose d'amusant, tiens !"
178,"Jusqu'où connais-tu les secrets de ce Monde ?"
179,"Je perds mon temps. Je vais en finir rapidement."
180,"Il n'y a pas de destin que l'on ne puisse contourner."
181,"Nous allons bien nous amuser ensemble."
182,"Les ténèbres s'emparent de tout. Alors..."
183,"Il suffit de continuer à se battre, n'est-ce pas ?"
184,"Si tout se termine ici, alors je n'aurai plus à souffrir ?"
185,"As-tu jamais expérimenté les vraies Ténèbres ? Moi oui..."
186,"Je ne ferai preuve d'aucune pitié si vous ne vous écartez pas de mon chemin."
187,"Tu crois que je vais abandonner, alors que je suis arrivé jusqu'ici ?"
188,"J'ai des choses à faire !"
189,"Ne me prend pas de haut parce que je suis un enfant !"
190,"Je dois me battre !"
191,"N'appréciez-vous pas l'odeur de la mort, glacialement sucrée ?"
192,"Tu vas me montrer la mort, toi aussi ?"
193,"Tu deviendras mon esclave dans la mort."
194,"Ha ha, je peux sentir l'odeur de la mort !"
195,"Si seulement ils pouvaient tous mourir..."
196,"Je suis pressé. Je n'ai pas le temps de jouer à des jeux inutiles avec un imbécile !"
197,"Cette bataille va être intéressante."
198,"Vous dérangez mes recherches. Sortez de mon laboratoire !"
199,"Ca fait du bien de faire un peu d'exercice, de temps à autre."
200,"La recherche nécessite des sacrifices. Dépêche-toi de crever !"
201,"Commencez à éliminer l'ennemi."
202,"Au nom des Aurores, je vais gagner cette bataille !"
203,"Au nom de la Justice de ce Royaume, je continuerai à me battre."
204,"Personne ne peut souiller l'honneur de ce Royaume."
205,"Pour protéger notre honneur, je suis prête à perdre la vie à tout instant !"
206,"La chance vous offre une carte. Mais ce sera à vous de décider comment l'utiliser."
207,"Avez-vous également besoin que je vous apprenne à jouer ?"
208,"La chance est volatile. Essayer de l'attraper au passage."
209,"Bien qu'il y ait toujours chance et malchance, ces deux données s'équilibrent à la fin du jeu."
210,"Beaucoup de choix s'offrent à vous, mais vous ne pourrez en choisir qu'un."
211,"Il est désagréable de voir ces imbéciles..."
212,"Sale sauvage, hors de ma vue !"
213,"On dirait que vous voulez tâter de ma lame !"
214,"Il n' y a que Redgrave qui supervise le monde."
215,"Je suis prêt."
216,"Je dirige le monde et tous les êtres qui le peuplent."
217,"C'est trop de pouvoir pour les humains. Je vais prendre en charge une part de cette responsabilité."
218,"Je ne pensais pas que tu dirigerais ton épée vers moi alors que tu n'as que si peu de force."
219,"Écartez-vous, bande d'humains ignorants."
220,"Ma mission est de sauver le monde."
221,"Le feu dévorera tout."
222,"Ce serait si agréable si c'était un vrai Duel."
223,"J'ai tout réduit en cendres. Prépare-toi à mourir."
224,"Meurs par les flammes et regrette tes actions !"
225,"Laisse-moi tranquille. Je vais me libérer de ce monde !"
226,"Tout est contrôlé par le Néant. Et je vais vous sacrifier sur son autel."
227,"Tout est impuissant devant cette force."
228,"Tu vas regretter de m'avoir rencontré !"
229,"Même si je devais me mettre le Monde à dos, je dois mener ma mission à bien."
230,"Je me battrai jusqu'à la fin, où que cela se passe."
231,"Pour qui combattons-nous ? Pour ce Monde ou pour nous-mêmes ?"
232,"L'homme imite la machine, la machine imite l'homme."
233,"Je pense que je vais pouvoir faire des expériences intéressantes dans ce Monde."
234,"C'est une destruction qui doit permettre la création. J'en ai besoin."
235,"Je me souviens de tout !"
236,"Je dois protéger quelque chose coûte que coûte !"
237,"Me voilà, Florence de l'Unité des Aurores du Royaume de Lubiona !"
238,"Je vais vous montrer la force des soldats blindés !"
239,"C'est entendu. Allons écraser l'ennemi !"
240,"Je n'ai pas peur de la mort."
241,"Vous allez voir la puissance d'une Bête Divine."
242,"Ma Bête Divine ne peut pas perdre !"
243,"Je vais protéger tout le monde grâce à ma force !"
244,"Poussez-vous ! Je ne veux faire de mal à personne !"
245,"Silf ! Tu n'as pas besoin de les ménager !"
246,"Après tout, je suis prête à mourir."
247,"Je ne peux pas vous laisser repartir vivant maintenant que vous m'avez vue."
248,"L'Ombre ne peut exister qu'en présence de lumière. "
249,"Vous ne pourrez pas découvrir ce qui se cache derrière ma technique."
250,"Je ne peux pas finir comme un simple pion."
251,"Nous voilà embourbez dans une sale situation..."
252,"Désolé, mais ne pourriez-vous pas vous adresser à quelqu'un d'autre ?"
253,"Tu te trompes de client."
254,"Je n'aime pas menacer les gens, mais bon..."
255,"Je vais avoir besoin d'une paie un peu plus importante si je dois faire ça."
256,"Lorsque l'heure sera venue, notre Cause sera entendue."
257,"C'est à l'Empire de gouverner le Monde."
258,"Notre douleur est celle du Monde. Nous avons besoin de réconfort."
259,"Les gens souffrent parce qu'il y a de l'espoir. Il vous faut l'abandonner maintenant."
260,"Fantômes, vous allez disparaître ici !"
261,"Le 'spectacle' de ce soir promet d'être intéressant !"
262,"La beauté des fleurs n'est qu'éphémère..."
263,"Cette Bataille a-t-elle seulement un sens ?"
264,"Voilà qui tombe bien. Profitons donc de ce jeu !"
265,"Le parfum des fleurs apaise les âmes. Tu devrais essayer d'en profiter un peu."
266,"Jeune homme, c'est aussi du courage que de se retirer."
267,"Tu veux vraiment te battre ?"
268,"Tu veux goûter au fil de ma vieille épée ?"
269,"Je peux te montrer l'épée que j'ai polie toute ma vie avec attention."
270,"Je ne mourrai pas si facilement. Je dois protéger notre future !"
271,"Penses-tu vraiment pouvoir me battre ?"
272,"Le temps où nous partagions nos difficultés est loin derrière nous."
273,"Le temps fuit... Où que l'on soit..."
274,"Finissons-en !"
275,"Je ne croyais pas vous rencontrer."
276,"Ce n'est plus comme avant, Friedrich."
277,"J'aurais dû te tuer à l'époque."
278,"Nous avons changé."
279,"Laisse-moi admirer ta puissance, Castard !"
280,"Pourquoi ne pas régler ça par un rapide Duel, Eva ?"
281,"Tu as obsédé par la mort ? Grunward."
282,"Nous sommes liés par un lien éternel, toi et moi."
283,"Tu es toujours aussi nonchalant."
284,"Je vais éviter ta balle."
285,"J'avais une dette envers toi. Il est grand temps de la payer !"
286,"Je vais te casser la gueule Blaise !"
287,"Tu es plus fort qu'avant Bernhard."
288,"Je vais vous montrer la force que j'ai acquis sous votre direction !"
289,"On dirait bien que j'ai rencontré une emmerdeuse."
290,"Je ne pensais pas que j'aurais à me battre contre toi comme ça."
291,"Intéressant. Je voulais me battre contre toi au moins une fois."
292,"Je n'ai pas besoin d'un quelconque sentiment de nostalgie."
293,"Je préfère cet endroit au Monde réel."
294,"...... On s' est déjà rencontré ?"
295,"Notre obsession de la mort nous rapproche l'un de l'autre."
296,"Tout ce que j'ai trouvé sur les champs de bataille, c'est la Mort."
297,"Faucheuse, je vais en finir avec toi aujourd'hui !"
298,"Nous étions simplement obsédés par la mort..."
299,"Viens, Evarist !"
300,"Tu n'as pas changé ! Ca fait longtemps qu'on ne s'est pas battu l'un contre l'autre."
301,"Viens ! On va voir qui est le plus fort !"
302,"Prend ton épée, Léon."
303,"Je ne pensais pas te rencontrer ici, Jead !"
304,"Mon épée est plus puissante que ton fusil."
305,"Tu ne peux pas me tuer, Blaise."
306,"Je ne perdrai pas, même contre toi !"
307,"Je vais tester ma force contre toi !"
308,"Je déjouerai ton attaque !"
309,"Ca fait longtemps. Mais je ne pensais pas te revoir sous cette forme..."
310,"Tu es toujours aussi stupide !"
311,"Reprend-toi, Grunwald !"
312,"Tu m'as manqué, Abel !"
313,"Je pense que nous avons des choses à nous dire avant de commencer à nous battre."
314,"Une malédiction pèse sur ton épée, Blaise."
315,"Même un homme quoi comme toi est capable de perdre ses moyens."
316,"Je vais y aller à fond, instructeur !"
317,"Cette femme fait froid dans le dos..."
318,"Tu me payeras cette trahison."
319,"C'est encore toi ? Tu m'ennuies à la fin."
320,"Je ne pensais pas que tu me trahirais..."
321,"Qu'est-ce que je peux bien faire... ?"
322,"Tu as besoin d'en finir, n'est-ce pas Abel ?"
323,"Je n' ai pas besoin d'aide !"
324,"Je vais vous montrer comment en finir autant de fois que vous le souhaitez!$"
325,"Je vais tout faire sauter !"
326,"Tu ne pourras jamais gagner contre moi !"
327,"Je ne suis pas assez vieux et décrépi pour perdre contre vous !"
328,"Ne t'énerve pas Léon. C'est une mauvaise habitude que tu as."
329,"Je ne pensais pas que j'aurais à me battre contre toi, Jead..."
330,"Tirez votre épée en premier. En souvenir de notre vieille amitié."
331,"Je vais tuer celui qui a commis ce crime !"
332,"Arrête de t'énerver Rosso."
333,"Tu m'en dois une, Milian."
334,"Je ne vous laisserai pas me déranger, Demoiselle."
335,"......"
336,"C'est la fin de tout."
337,"Quel homme têtu !"
338,"Je n'éprouve que de la compassion pour toi, Grunwald."
339,"J'arrêterai toutes tes attaques."
340,"Tu ne peux pas me blesser avec ton épée."
341,"On dirait que tu n'as pas perdu la main."
342,"Finissons-en avec cette blague."
343,"Je ne pensais pas croiser le fer avec toi un jour..."
344,"Disparais de ma vue, odieuse gamine."
345,"Je vais jeter mon passé !"
346,"Je connais cette odeur..."
347,"Disparais de ma vue, petite enquiquineuse."
348,"Tu es dégoûtante."
349,"Docteur, je ne pensais pas vous revoir un jour."
350,"B Bonjour..."
351,"Nous n' avons pas de raison de nous battre."
352,"Sprout ? Est-ce toi ?"
353,"C'est toi qui a trompé tout le monde..."
354,"Ce n'est pas la fin du monde, Evarist."
355,"Qu'as-tu gagné en passant la ligne de la mort, Isaac ?"
356,"Tu ne peux pas gagner contre moi."
357,"Je veux bien me battre contre toi."
358,"Tire ton épée et viens, Friedrich."
359,"Mon destin est de me battre contre toi."
360,"J'attends de voir ta puissance."
361,"Qu'as-tu gagné à vendre tes amis ?"
362,"Je n'ai pas perdu la main au point de perdre contre toi."
363,"Ca fait longtemps que je ne t'ai pas vu. Tu as progressé depuis ?"
364,"Je n'ai pas envie de me battre contre toi."
365,"Ca fait longtemps que je ne t'ai pas vu. Tu as progressé depuis ?"
366,"Holà, ça va être difficile..."
367,"Tu n' as pas besoin de te montrer indulgent envers moi, Bernhard."
368,"C'est l'heure de payer ta dette, Rosso !"
369,"Laisse-moi admirer cette technique ancestrale."
370,"Tu dois combattre contre moi loyalement."
371,"Laisse-moi voir ce que tu as dans le ventre !"
372,"Je t'ai enfin trouvé... Maintenant, montre-moi ta vraie force."
373,"Combien de fois vas-tu encore apparaître ? Tu es bien têtu..."
374,"Tu veux te battre contre moi ? Je ne vais pas te laisser repartir vivant."
375,"Ce n'est pas mal de pouvoir me mesurer à toi."
376,"Tu me déranges, sale poupée !"
377,"Oh, ça faisait longtemps. Cette fois-ci, je vais t'écraser."
378,"Je déteste les lourdauds comme toi !"
379,"... Rendez-moi mon tout..."
380,"Je ne vous pardonnerai jamais !"
381,"Je t'ai cherchée partout... Ayn !"
382,"Ne tourmente pas tout le monde plus que ce que tu as déjà fait !"
383,"Je suis assez fort pour ne pas perdre contre Aida !"
384,"Réserve."
385,"S'il te plait, ne me dérange pas maintenant !"
386,"Je n'aurai aucune pitié pour toi..."
387,"Faut-il vraiment que je combatte ?"
388,"Cette fois, je vais te tuer !"
389,"Si vous vous mettez sur mon chemin, je vous promets de vous envoyer trois pieds sous terre."
390,"Qu'est-ce que c'est que ça..."
391,"On dirait qu'il y a des êtres qui ne sont même pas humains ont aussi envie de mourir aujourd'hui."
392,"Si vous vous mettez sur mon chemin, je vous promets de vous envoyer trois pieds sous terre."
393,"Tu es si mignon, gamin. Je te tuerai gentiment."
394,"Je te tuerai autant de fois qu'il le faudra."
395,"Je ne dépends pas de vous."
396,"Mon précieux bateau coule à cause de toi. Fais-toi pardonner une fois au paradis !"
397,"Réserve."
398,"Je suis gentil, mais pas au point de me laisser influencer par notre stupide passé."
399,"Montre-moi ta vraie force. Vite !"
400,"Je reconnais ta ténacité."
401,"Je n'ai pas le temps de jouer avec toi."
402,"Je m'intéresse à ta puissance, vois-tu..."
403,"Je fais un petit test. Pas la peine de te retenir !"
404,"Laisse-moi admirer ta technique à l'épée."
405,"Tu es celle que Sprout cherchait..."
406,"Bat toi de toutes tes forces !"
407,"Je vais défaire cette puissance maléfique !"
408,"Je ne pensais pas te revoir un jour, Florence !"
409,"Je ne peux pas avoir être indulgente envers Palmo."
410,"Ne compte pas sur mon indulgence, Asura !"
411,"Accepteriez-vous un Duel contre moi, Archiduc ?"
412,"Il y a des règles du jeu spéciales pour les Robots."
413,"Vous voilà ! Ça fait longtemps qu'on ne s'est pas vu !!"
414,"Comment-allez vous, Browning."
415,"Bien, commençons notre jeu."
416,"Réserve."
417,"Je n'ai que peu d'intérêt pour la Renaissance, mais ça ne m'empêchera pas de te tuer ici."
418,"Qu'est-ce qu'il t'arrive ? Tu vas encore attaquer comme l'autre fois ?"
419,"Je n'ai qu'une mort douloureuse à offrir aux traîtres."
420,"C'est une jolie poupée, mais je me demande bien comment sont ses viscères..."
421,"Je sais que vous devez me trouver insolent, mais accepteriez-vous de faire un Duel contre moi, Marguerite ?"
422,"Avez-vous fini de travailler, Docteur ?"
423,"Vous travaillez bien comme confesseur."
424,"Ton corps est plutôt bien fait."
425,"Pauvre idiote, tu es possédée par le Démon du Chaos. Tu ferais mieux de chercher qui tu es vraiment."
426,"Merci pour tes services de la dernière fois. Laisse-moi te récompenser cette fois."
427,"Ta force trouble le Monde."
428,"Un Duel ? Ca me va."
429,"C'est l'heure de mettre un point final à tout."
430,"Qu'est-ce que tu es buté ! Finissons-en maintenant !"
431,"Tu veux te battre contre moi ? Tu as pris en grade, Archibald !"
432,"Laissez-moi voir ce que tu as dans le ventre."
433,"Pas besoin de mille courbettes. Attaque-moi !"
434,"Pas besoin de mille courbettes. Attaque-moi !"
435,"Voilà un visage que je n'avais pas croisé depuis longtemps. Ca va être intéressant."
436,"Lorsque tout sera terminé, nous pourrons tout recommencer à zéro. Je ne te laisserai pas me mettre des bâtons dans les roues !"
437,"Je voudrais vous faire voir ce que j'ai vu."
438,"Laissez-moi guider ce fantôme perdu au Paradis."
439,"Je vais mesurer l'étendue de ta puissance."
440,"Je n'ai pas le temps de m'occuper de vos âneries !"
441,"Vous n'avez pas l'air bien."
442,"Désolé, mais je n'ai pas le temps de m'excuser pour les injustices passées."
443,"Elle commence à avoir un caractère problématique, Probablement parce que j'ai incorporé un trop grand nombre de fonctions."
444,"C'est toi qui as trompé Donita ?"
445,"Pour moi, un des secrets de la vie est l'Existence elle-même."
446,"Je vais arrêter ton pouvoir maléfique !"
447,"Capitaine, vous devriez vous retirer."
448,"C'est donc toi, Palmo. J'ai entendu parler de toi."
449,"On dirait bien que tu as comploté dans notre dos, Asura !"
450,"Je vous respecte, mais cette fois, vous aurez affaire à moi."
451,"Est-ce que c'est toi, Ayn ?"
452,"Pousse-toi Sprout, ce n'est pas contre toi que j'ai envie de me battre !"
453,"Vous avez blessé tout le monde... Je ne vous pardonnerai jamais !"
454,"Voilà une bonne occasion de mesurer la force d'un Robot Soldat."
455,"Je n'aurai aucune pitié pour toi..."
456,"Luka... Pourquoi devons-nous nous battre !?"
457,"Fais-moi donc voir le fil de cette épée que l'on disait être la plus aguerrie de tout le royaume !"
458,"Je n'ai pas de temps à perdre avec toi, gamin."
459,"Une rose de mauvaise augure... Je vais en finir ici !"
460,"Quelle femme coriace, je vais devoir t'arrêter de mes propre mains."
461,"Tu ne peux pas comprendre pourquoi je fais ça."
462,"Il va falloir vaincre la Peur."
463,"On va voir maintenant qui de nous deux a le plus de puissance !"
464,"Je t'ai déjà vu quelque part..."
465,"Je suis si content te voir. Je suis tout seul par ici."
466,"Hey, ça fait longtemps."
467,"Si tu sers loyalement l'Empire, tu dois te soumettre à mes ordres."
468,"Nous avons surmonté la pitié."
469,"Sans espoir, la force n'a aucune valeur."
470,"Nous ne sommes pas si différents, et pourtant..."
471,"Ne crois pas qu'il est possible d'échapper au puissant Marseus !"
472,"Un jour, cette belle fleur aussi......"
473,"Mélen, je suis triste de devoir me battre contre toi."
474,"Adieu."
475,"Veux-tu goûter à la morsure de mon fouet, détective ?"
476,"Je veux savoir qui est le plus fort de nous deux."
477,"Sprout, retire ton épée, je n' ai pas envie de me battre contre toi."
478,"Au nom de Royaume, je vais vous punir..."
479,"Faut-il vraiment se battre, Aida ?"
480,"Je ne pensais pas avoir à me battre contre toi un jour..."
481,"Qu'est-ce qu'une guerre civile pourrait bien apporter ?"
482,"Pardonne-moi, Palmo."
483,"Je ne te pardonnerai jamais, Asura."
484,"Notre bataille n'est pas terminée."
485,"Tout ceci n'était qu'une farce. Mais cela me va, tant qu'on y prend plaisir."
486,"Hahaha, Qu'est-ce qui t'arrive à te prendre au sérieux soudainement ?"
487,"Et si on mourrait tous ensemble ?"
488,"Tu sais, j'ai envie de mourir. Essaye donc de me tuer."
489,"Fini, tout est fini !"
490,"Tu es si mignonne que ça me donne envie de te tuer."
491,"Héhéhé"
492,"Hahahahaa"
493,"La justice est toujours de mon côté !"
494,"Je ne peux pas laisser un vaurien s'échapper !"
495,"J'ai toutes les cartes en main. C'est pourquoi je dois remplir ma mission."
496,"Je suis la pour rectifier votre erreur."
497,"Je vous montrerai que j'ai raison en gagnant cette bataille !"
498,"Je ne peux pas te faire confiance. Mais je reconnais ta puissance."
499,"Je croix que tu as vraiment perdu la tête !"
500,"Je suis... Euh, où suis-je... ?"
501,"Veuillez m'excuser, je ne suis pas un soldat de métier..."
502,"Je n'ai jamais entendu parler de ça !"
503,"Ce qui sera, sera..."
504,"Je ne suis pas fait pour les champs de bataille..."
505,"A... Ayn !? Arrête !"
506,"Excusez-moi, je m'en vais tout de suite."
507,"Merci beaucoup de m'avoir mêlée à cette bataille !"
508,"Hey, tu étais encore là ? Tu veux t'amuser un peu avant de repartir ?"
509,"Je veux en finir."
510,"Je suis occupé."
511,"Pas la peine de discuter. Disparais."
512,"C'est la meilleure façon que j'ai trouvée dans ce monde pourri."
513,"Meurs donc devant moi !"
514,"Tu me gênes, gamin."
515,"Le véritable monstre n'était qu'un gamin."
516,"Je ne vais pas y aller de main morte parce que c'est toi !"
517,"Je n'ai plus besoin de cette malchance."
518,"C'est un beau costume ! Il te va bien !"
519,"Fleurs, Mort, Pommes..."
520,"D'où provient cette musique ?"
521,"Pfff, c'est encore la voix de ce Démon. Pourquoi ne me laisse-t-il pas tranquille ?"
522,"J'ai mal... Aidez-moi !"
523,"J'ai mal, si mal..."
524,"Tu me donnes la nausée..."
525,"Calme-toi, Evelyn. Je suis là !"
