"id","content"
94,"Maaf, bisakah kamu mencari yang lain ?"
95,"Ketika kebenaran itu datang, kebenaran kita akan di buktikan."
96,"Ada waktunya aku akan menguasai semua kerajaan"
97,"Hanya kamu dan kita saja yang berbeda. Akan tetapi..."
98,"Orang itu sama sekali sudah tidak tertolong lagi. Ayo kita bereskan."
99,"Kita harus mengatasi ketakutan."
100,"Kita mendapatkan belas kasihan."
101,"Pertunjukkan malam ini, sepertinya akan jadi menyenangkan. "
102,"Keindahan bunga cepat berlalu."
103,"Jadi, pertarungan ini ada artinya tidak ya."
104,"Ini juga takdir. Ayo kita nikmati saja permainan ini."
105,"Wangi bunga bisa membuat hati jadi berbunga-bunga. Akan lebih bagus jika kamu memiliki keahlian itu ."
106,"Hidup dengan pedang, mati dengan pedang. Hanya itu saja."
107,"Perselisihan yang terus-menerus terjadi tak bisa merubah dunia."
108,"Bagaimanapun juga yang kalah akan hilang."
109,"Meskipun pertarungan ini tidak ada artinya, tapi bisa di anggap menang."
110,"Orang yang beridiri sampai akhir, akan selalu menjadi pemenang."
111,"Maaf, akan kubunuh kau, karna kau hanyalah seorang penganggu."
112,"Ayo lawan aku. Jika kamu ingin mati."
113,"Apapaun yang terjadi, kita tidak boleh melakukanya di sini."
114,"Dari pada aku mati sia-sia. Lebih baik aku pergi saja."
115,"Jika kamu meremehkan kekuatanku, kamu akan mendapatkan masalah."
116,"Darahku memerlukan darah"
117,"Aku tidak takut akan kematian, setidaknya aku mendapatkan kedamaian."
118,"Dimanapun aku berada kehidupan selalu membuat aku jengkel."
119,"Mati bukan berarti berakhir..."
120,"kematian adalah cahaya. Ketika terbebas dari dunia yang gelap ini."
121,"Dengan jurus itu kamu berencana ingin mengalahkan aku ?"
122,"Sekarang juga akan aku perlihatkan keahlianku bermain pedang."
123,"Ayo kita bertarung secara jujur dan adil."
124,"Aku sudah terbiasa di mana ada kesulitan. Ayo lawan aku."
125,"Pertarungan yang abadi. Itu adalah harapanku."
126,"Apakah kamu sudah siap ?"
127,"Akan menjadi hal yang merepotkan lagi."
128,"Aku tidak butuh bualanmu, apa boleh buat."
129,"Kita tidak bisa mengakhiri ini di sini. Ayo kita pergi."
130,"masih ada yang harus dikerjakan. Tanpa ada rasa penyesalan tolong ya."
131,"Apakah kamu pernah melihat dunia kegelapan ?"
132,"Apakah ini sebuah ilusi saja atau kenyataan ...Terserah."
133,"Karena permohonanku pasti akan terkabulkan, jadi berhati-hatilah."
134,"Aku tidak salah. Aku..."
135,"Tolong, tinggalkan aku sendiri."
136,"Aku tidak akan kalah, meskipun itu kamu."
137,"Tidak ada yang bisa melawan takdir kecuali aku."
138,"Kamu tidak tahu ya, bahwa aku sudah beberapa kali menang dari kamu."
139,"Sebaiknya kamu berhenti melawan jika kamu memang menyesali kehidupanmu."
140,"Kamu benar-benar ingin melihat [kekuatanku] ?"
141,"Hei, anak kecil, keluarkan pedangmu duluan."
142,"Ketika kamu mati, itu akan jadi penyesalan."
143,"Jika ingin memperpanjang hidup, sebaiknya kamukalahkan aku terlebih dahulu. "
144,"Pikirkan itu baik-baik. Apakah ada peluang kamu untuk menang ?"
145,"Pada akhirnya masa lalu mengikutimu. Baik itu kebaikan atau kejahatan."
146,
147,
148,
149,
150,
151,"Ketika hukuman itu datang penderitaan itu hanyalah sesaat."
152,"Lebih baik aku membusuk di dalam cahaya."
153,"Setidaknya ayo kita selesaikan tanpa penderitaan"
154,"Apa yang akan coba di persembahkan. Aku akan melindunya."
155,"Apakah dengan berpetempur berharap kamu bisa memperolehnya ? Atau..."
156,"Darahku sangat berharga untukmu."
157,"Lobb, waktunya makan."
158,"Tidak perlu takut, bagaimanapun juga suatu saat pasti akan mati juga."
159,"Butuh motivasi ? Seberapapun itu akan ku berikan."
160,"Relaks. Waktunya selesai."
161,"Perbuatanmu akan ada imbalanya. Kebenaran dan kesalahan itu tidak dipertanyakan."
162,"Aku berjuang untuk misi. Bagaimana dengan kamu ?"
163,"Sudah tidak ada waktu lagi. Tolong jangan ganggu aku."
164,"Kamu telah merebutnya, pastikan kamu akan mengembalikanya."
165,"Masih ada masa depan yang harus aku lindungi."
166,"Aku tidak akan mengampunimu. Ambilah keputusan untuk siap siaga."
167,"Pemaaf bisa jadi musuh (lawan)"
168,"Saya..."
169,"Tempat untuk mati ...bukan di sini."
170,"Akan ku perlihatkan bahwa kegelapan lebih gelap dari kematian."
171,"Sini kalau berani, ayo lawan aku !"
172,"Jadi, waktunya untuk bersenang-senang."
173,"Jika terpotong sakit. Jika terus kesakitan akan mati."
174,"Tidak bisa menghindari dari pertarungan."
175,"Apapun yang aku katakan di sini, akan menjadi sebuah pertarungan."
176,"Berharap ini akan menjadi percobaan yang bermanfaat."
177,"Perlihatkanlah, adakah hal yang menarik."
178,"Sejauh mana kamu tahu rahasia dunia ?"
179,"Aku tidak akan membuang-buang waktu. Akan segera kubereskan kau."
180,"Itu artinya tidak ada takdir yang di tutupi"
181,"Ayo bersenang-senanglah denganku."
182,"Waktuku terambil semua. Oleh karena itu..."
183,"Hanya melanjutkan pertarungan saja kan."
184,"Jika semuanya berakhir, apakah aku akan masih menderita ?"
185,"Apakah kamu tahu kegelapan yang sebenarnya ? Aku tahu itu..."
186,"Jika kamu menggangguku, tidak akan ku ampuni."
187,"Apakah kamu kan menyerah di tempat seperti ini."
188,"Ada hal yang harus aku lakukan."
189,"Karena masih anak-anak, jangan kamu permainkan mereka !"
190,"Aku harus berperang."
191,"Kamu suka kan ? Bau kematian yang harum dan dingin."
192,"Kamu juga ingin memperlihatkan kematian kapadaku kan ?"
193,"Matilah, dan jadilah budakku."
194,"Aku mencium bau kematian"
195,"Akan lebih baik kalau  semua mati..."
196,"Aku tidak punya waktu untuk melayani anak bodoh seperti kamu"
197,"Sepertinya akan menjadi pertarungan yang menarik"
198,"Penelitian yang mengganggu. Pergi kamu dari sini."
199,"Sesekali menggerakkan badan tidak ada salahnya."
200,"Disetiap penelitian pasti akan ada korban, Sial !"
201,"Pastikan situasinya untuk menyingkirkan musuh."
202,"Aku akan menang dengan mempertaruhkan  nama Aurore. "
203,"Untuk membela keadilan kerajaan, saya akan trus berperang."
204,"Siapapun tidak akan bisa menyakiti kebanggaan kerajaan."
205,"Untuk menjaga kehormatan, mari kita relakan hidup kita."
206,"Nasib memiliki satu tangan itu beruntung, Tapi kartu mana yang akan dipilih itu tujuanya."
207,"Apakah kamu juga perlu pelajaran tentang game?"
208,"Keburuntungan itu terus mengalir. Pastikan itu."
209,"Di dalam permainan (game) itu ada keberuntungan dan tidak beruntung. Namun pada akhirnya semua itu akhirnya sama."
210,"Meskipun ada banyak pilihan, Kamu hanya bisa memilih satu masa depanmu."
211,"Jika orang yang dibawa (rekan) tidak memiliki kekuatan, tidak menyenangkan."
212,"Orang biadab, keluar kau dari hadapanku."
213,"Dengan benangku akan ku cincang kau."
214,"Yang mengendalikan dunia hanya Redgrave seorang"
215,"Persiapan di sini sudah dipersiapkan."
216,"Aku akan mengamati semua orang yang ada di dunia. "
217,"Kekuatanya melebihi manusia biasa. Aku akan mengambil kekuatan itu"
218,"Jadi, kekuatan perlawananmu cuma segitu saja."
219,"Minggir sana, manusia bodoh."
220,"Sisa misiku adalah melindungi dunia. Jadi, jangan ganggu aku."
221,"Api ini akan benar-benar membakar semuanya. Semuanya."
222,"Akan jadi lebih baik jika ini jadi pertarungan yang sesungguhnya."
223,"Aku datang untuk membakar semua. Ayo siapkan."
224,"Lebih baik kamu bertobat dari pada di bakar oleh panasnya api."
225,"Dari dunia ini Aku jadi bebas, aku tidak akan biarkan kamu menggangguku."
226,"Ketidakadaanlah yang mengendalikan semuanya. Kau akan menjadi persembahan."
227,"Kekuatan ini yang sebelumnya, semuanya itu ketidakmampuanku."
228,"Bertemu denganku kalian menyesal ya."
229,"Misalkan dunia mau mengembalikan ingatan musuh, ternyata ada hal yang harus dilakukan."
230,"Aku akan berperang sampai akhir. Tidak peduli di manapun itu."
231,"Untuk apa bertarung ? Apakah untuk dunia ? Apakah untuk diri sendiri ?"
232,"Manusia meniru robot, robot meniru manusia."
233,"Pengalaman yang menarik  sepertinya bisa diperoleh di dunia ini."
234,"Merusak untuk menciptakan kembali. Hal yang seperti itu diperlukan."
235,"Aku ingat semuanya !"
236,"Ada hal yang harus aku jaga."
237,"Florence, Ororu corps dari kerajaan Lubiana datang !"
238,"Akan aku perlihatkan kekuatan panser (nama kendaraan perang)"
239,"Iya. Aku akan memusnahkanya (musuh)"
240,"Andaikan aku mati juga aku tidak bertuhan."
241,"Akan kuperlihatkan kekuatan makhluk suci ini."
242,"Makhluk suci milikku tidak akan kalah."
243,"Jadi, aku akan melingungi kalian semua dengan kekuatanku."
244,"Minggir, sebenarnya aku tidak ingin menyakiti siapapun."
245,"Silf ! Aku tidak butuh belas kasihanmu."
246,"Bagaimanapun harus siap antara hidup dan mati."
247,"Sosoknya sudah terlihat, kita tidak bisa membiarkan dia hidup."
248,"Bayanganya ada bersama cahayanya."
249,"Aku tidak bisa melihat semua jurusnya."
250,"Kita tidak boleh berakhir menjadi kacungnya sang penguasa."
251,"Sepertinya akan menjadi hal yang merepotkan."
252,"Maaf, bisakah kamu mencari orang lain ?"
253,"Yahh, salah memilih permintaan utama."
254,"Apa boleh buat, aku tidah mahir melakukan kekasaran"
255,"Jika mau sampai sini butuh biaya ekstra."
256,"Ketika kebenaran itu datang, kebenaran kita akan di buktikan."
257,"Ada waktunya aku akan menguasai semua kerajaan"
258,"Penderitaan kita adalah penderitaan dunia. Jadi, penyembuhan itu penting. "
259,"Karna ada harapan orang jadi menderita. Lebih baik kalian menyerah di sini saja."
260,"Seseorang yang tanpa misi, lebih baik "
261,"Pertunjukkan malam ini, sepertinya akan jadi menyenangkan. "
262,"Keindahan bunga cepat berlalu."
263,"Jadi, dengan peperangan ini apakah akan ada artinya ya."
264,"Ini juga sebuah takdir. Ayo kita bermain game dengan senang."
265,"Wangi bunga membuat hati jadi berbunga-bunga. Akan lebih bagus jika kamu memiliki keahlian itu ."
266,"Anak muda, mundur itu juga suatu keberanian."
267,"Gimanapun caranya aku ingin membunuhnya. "
268,"Apakah kamu mau mencoba pedang Oibore ?"
269,"Akan kuperlihatkan bahwa pedang ini sudah di asah selama aku hidup."
270,"Aku tidak akan mati sia-sia. Aku akan melindungi masa depan"
271,"Kamu pikir kamu bisa menang dariku, Izac ?"
272,"Berbagi rasa sakit itu adalah cerita lama."
273,"Dimanapun kita berada, waktu itu terus berjalan (berlalu)"
274,"Ayo kita selesaikan semuanya di sini."
275,"Aku tidak pernah berfikir akan bertemu kamu "
276,"Kamu tidak boleh manja, Friedrich."
277,"Seharusnya waktu itu aku menghabisimu."
278,"Jadi ini artinya satu sama lain saling merubah."
279,"Custode, ayo perlihatkan kekuatan kamu yang sesungguhnya."
280,"Eva, ayo kita bertanding sekali lagi"
281,"Jadi kamu terobsesi mati, Grunwald"
282,"Hubunganku denganmu tak terpisahkan."
283,"Keoptimisanmu tidak berubah ya."
284,"Aku akan menghindari pelurumu."
285,"Aku telah meminjamkanmu sesuatu, bisakah kau kembalikan itu."
286,"Akan kuhancurkan kau, Blaise."
287,"Sekarang waktu luangku jadi lebih banyak dari pada dulu, Bernhald"
288,"Akan kuperlihatkan lengan yang terlatih ini kepadamu."
289,"Tidak sengaja bertemu dengan perempuan yang mengesalkan."
290,"Tidak bisa percaya akan bertarung denganmu dengan cara seperti ini. "
291,"Ini sangat menarik, sesekali aku ingin mencoba berperang."
292,"Aku tida butuh seperti perasaan rindu."
293,"Aku lebih suka tempat ini dari pada dunia."
294,"...Sepertinya pernah bertemu, tapi di mana ya ?"
295,"Sisi dari terobsesi oleh kematian, kamu dan aku mirip"
296,"Ditemukan di pertempuran, tapi pada akhirnya mati juga."
297,"Wanita pembawa kematian ...bagaimana kalau kita habisi saja."
298,"Pada akhirnya kita terobsesi oleh kematian."
299,"Kesini kamu, Evarist !"
300,"Seperti biasa, Ayo ! lama kita bertanding."
301,"Mana yang lebih kuat akan jadi pertarungan lagi."
302,"Ayo kita mulai pertarunganya, Leon."
303,"Jead, tidak menyangka akan bertemu denganmu di sini."
304,"Pedangku lebih kuat dari pistolmu."
305,"Blaise, Sepertinya yang bisa membunuhmu bukan aku."
306,"Aku tidak akan kalah, meskipun itu kamu."
307,"Menguji kekuatan denganmu."
308,"Akan kuperlihatkan semua jurus itu"
309,"Lama tidak berkumpul lagi, tapi tidak menyangka dengan cara seperti ini."
310,"Kamu masih sama seperti dulu, tidak ada kemajuan."
311,"Jadilah karakter sejati, Grunward"
312,"Aku rindu kamu, Abel"
313,"Seharusnya dalam pertempuran sebelumnya kita pernah berbicara"
314,"Blaise, pedang kamu telah dikutuk."
315,"Apakah ada orang yang sepanik kamu."
316,"...Aku akan pergi dengan kekuatan penuh, guru."
317,"Perempuan yang aneh..."
318,"Kamu akan membayar ganti rugi pengkhianat."
319,"Kamu lagi. Aku ingin kamu bertanggung jawab."
320,"Kamu adalah pengkhianat."
321,"Sebaiknya aku harus bagaimana..."
322,"jadi, kita perlu mengakhiri ini kan, Abel."
323,"Aku tidak butuh pertolongan dari siapapun."
324,"Sampai berkali-kalipun akan ku perlihatkan keberakhiran itu."
325,"Semuanya akan kuledakkan."
326,"Beberapa kali mencoba berperang tapi sia-sia."
327,"Aku tidak setua (pikun) itu bisa dikalahkan oleh kalian begitu saja."
328,"Jangan marah ya, Leon. Itu adalah kebiasaan yang buruk."
329,"Jead, jadi aku akan bertarung denganmu."
330,"Tariklah pedangmu duluan. Persahabatan di masa lalu."
331,"Aku akan menghabisi semua yang menjadi penyebab utamanya"
332,"Hentikan perjuangan kamu yang sia-sia itu, Rosso."
333,"Kembalikanlah apa yang telang kamu pinjam, Millian."
334,"Maaf, tuan putri, tolong menggangguku."
335,"......"
336,"Bagaimapun juga selesai di sini."
337,"Dimanapun itu, kamu adalah laki-laki yang kuat."
338,"Aku merasa kasihan kepadamu, Grunwald."
339,"Aku akan memperlihatkan bahwa aku bisa mnecegah semua jurus-jurusmu."
340,"Pedang kamu sekalipun tidak akan efektive untukku."
341,
342,"Kita harus mengakhiri lelucon ini seceptnya."
343,"Aku tidak akan berhubungan denganmu lagi."
344,"Wanita sial, Pergi kau dari hadapanku."
345,"membuang semua masa lalu"
346,"Sepertinya aku tahu bau ini, tapi entah di mana..."
347,"Benar-benar wanita yang menjelkan. Pergi kau !"
348,"Perempuan yang menjengkelkan"
349,"Dokter, aku pikir aku tidak akan bertemu lagi denganmu."
350,"Hai, Selamat siang..."
351,"Tidak ada alasan untuk berperang"
352,"Apakah itu benar-benar kamu, Sprout ?"
353,"Jadi, kamu mengelabuhi semua orang."
354,"Disini bukanlah cakrawala dunia, Evarist."
355,"Apa yang sudah kamu peroleh, ketika melewati titik antara hidup dan mati ? Izac."
356,"Kamu tidak akan bisa mengalahkan aku."
357,"Berperang denganmu adalah harapanku."
358,"Keluarkan pedangmu. Ayo kita bertarung Friedrich."
359,"Itu artinya bertarung denganmu adalah takdir."
360,"Ayo perlihatkan kekuatanmu."
361,"Apa yang kamu peroleh jika kamu menjual temanmu ?"
362,"Kekuatanku tidak selemah itu, sampai kau bisa mengalahkanku."
363,"Lama tidak bertemu, apakah kemampuanmu sudah meningkat ?"
364,"Aku tidak ingin bertarung denganmu."
365,"Lama tidak bertemu, apakah kemampuanmu sudah meningkat ?"
366,"Hei, Sulit..."
367,"Tidak ada belas kasihan untukmu, Bernhald."
368,"Kembalikan apa yang kamu pinjam ! Rosso."
369,"Ayo perlihatkan jurus legenda itu."
370,"Selanjutnya, ayo kita bertarung secara jujur dan adil."
371,"Ayo perlihatkan kekuatanmu."
372,"Akhirnya aku menemukanya ...jadi, perlihatkanlah kekuatanmu yang sesungggunya."
373,"Laki-laki kuat itu berkali-kali selalu kelihatan."
374,"Jika kamu mau melawanku jangan main-main."
375,"Tidak ada salahnya mencoba mengukur kekuatanmu yang sesungguhnya."
376,"Padahal kamu boneka kenapa kamu mengganggu"
377,"Oh, lama tidak bertemu. ...Akan kuhancurkan kau."
378,"Lelaki seperti kamu itu menjengkelkan."
379,"Kembalikan semua milikku."
380,"Aku tidak akan memaafkan kamu."
381,"Aku mencarimu,,, kakak,,,"
382,"Lebih dari ini, akan membuat semuanya jadi tersiksa."
383,"Aku terlalu kuat, jadi aku tidak akan kalah melawanmu, Ada."
384,"Cadangan"
385,"Maaf, tolong jangan ganggu aku saat ini "
386,"Hanya kamu yang tidak bisa aku maafkan"
387,"bagaimanapun , apakah aku harus tetap berperang ?"
388,"kali ini akan kubunuh dengan tepat sasaran."
389,"Jika mau menyerang kembali, lebih baik pulanglah ke tanah yang dingin."
390,"Perasaan apa ini..."
391,"Ternyata ada juga yang ingin mati selain manusia."
392,"Jika mau menyerang kembali, lebih baik pulanglah ke tanah yang dingin."
393,"Anak laki-laki yang lucu, kamu akan kubunuh secara pelan-pelan."
394,"Sampai berkali-kalipun akan kubunuh kamu."
395,"Tidak ada alasan mengikuti instruksimu."
396,"Kapalku yang berharga tenggelam oleh senjatamu. Lebih baik kalau kau bayar dengan kematian."
397,"Cadangan"
398,"Aku bukan orang baik, tapi aku bukanlah orang yang bisa terikat begitu saja oleh masa lalu yang bodoh."
399,"Ayo, cepat perlihatkan kekuatan kamu yang sebenarnya."
400,"Kegigihanmu di akui."
401,"Aku tidak punya waktu memikirkanmu."
402,"Sedikit tertarik dengan kekuatan itu."
403,"Jangan ragu-ragu. Ini hanyalah sebuah tes kecil"
404,"Keahlian pedang itu, akan aku perlihatkan. "
405,"Kamu, dicari oleh Sprout"
406,"Tidak usah ragu-ragu. Ayo lawan aku."
407,"Aku akan mencoba mencegah kekuatan jahat itu."
408,"Aku tidak berfikir bisa bertemu kamu lagi, Florence."
409,"Jika lawanya adalah Palmo, kita tidak bisa memberikanya kelonggaran."
410,"Tidak ada belas kasihan untukmu, Asura."
411,"Memperkerjakan lawan. Bangsawan."
412,"Di dalam robot ada cara bermain robot."
413,"Benar-benar sudah lama tidak berjumpa."
414,"Apakah kamu baik-baik saja, Browning."
415,"Ayo, kita mulai permainanya"
416,"Cadangan"
417,"Aku tidak suka balas dendam. Akan tetapi akan ku habisi kau."
418,"Ada apa ? Apakah ada masalah lagi ?"
419,"Kamu adalah pengkhianat, aku akan membunuhmu dengan kejam."
420,"Penampilanya cantik seperti boneka, tapi dalamnya bagaimana ya."
421,"Tolong bertarunglah denganku, Redgrave."
422,"Pekerjaanya sudah selesai atau belum ya, dokter."
423,"Bekerja sebagai petugas interogasi. Itu sudah cukup."
424,"Tubuh kamu itu sudah lebih dari cukup."
425,"Dasar orang bodoh, kau dirasuki oleh kekacauan setan. "
426,"Waktu itu aku sudah merepotkan. Akan kuberi kamu imbalan."
427,"Yang menyebabkan kekacauan di dunia adalah kekuatanmu."
428,"Mau bertarung ? Boleh juga."
429,"Ada saatnya waktu untuk membereskanya"
430,"Orang itu sama sekali sudah tidak tertolong lagi. Ayo kita bereskan."
431,"Kamu jadi hebat ya, Archibald. Kamu mau melawanku ?"
432,"Perlihatkan pedang yang kau miliki."
433,"Aku tidak perlu sapaanmu. Ayo lawan aku."
434,"Aku tidak perlu sapaanmu. Ayo lawan aku."
435,"Menarik, tampang ini sungguh membuatku rindu. "
436,"Jika semuanya berakhir, maka yang baru akan dimulai. Jadi, jangan ganggu aku."
437,"Apa yang sudah aku lihat, Aku juga ingin memperlihatkanya kepadamu. "
438,"Mari kita mengirimkan doa untuk arwah yang berkeliaran."
439,"Aku akan mencoba seberapa jauh kekuatanmu."
440,"Aku tidak punya waktu untuk memikirkan leluconmu. "
441,"Kondisinya kelihatan tidak bagus"
442,"Maaf, aku tidak punya waktu untuk meminta maaf atas kekuranganku lalu."
443,"Kelihatanya masalah itu muncul pada kamu, gara-gara penempatan fungsi yang bermacam-macam, "
444,"Apakah kamu yang menghasut Donita ?"
445,"Bagiku rahasia dunia adalah keberadaan itu sendiri."
446,"Akan ku coba hindari, kekuatan mengutukmu."
447,"Kapten, tolong tarik yang ini."
448,"Kamu Palmo ya, aku sudah dengar tentang kamu."
449,"Jadi, kamu sudah punya rencana ya, Asura."
450,"Sangat mengagumkan, akan kujadikan kau lawan."
451,"Jangan-jangan kamu adalah anak yang bernama Ayn ?"
452,"Minggir kau Sprout, aku tidak ingin bertarung denganmu."
453,"Kamu telah menyakiti semua orang,,, tidak akan ku ampuni kau."
454,"Bisa menguji kekuatan robot prajurit adalah kesempatan yang bagus."
455,"Aku tidak akan memaafkan kamu."
456,"Luka ...kenapa harus bertarung ?"
457,"Mari kita perlihatkan rahasia bermain pedang yang dulu menjadi no. 1 di kerajaan."
458,"Aku tidak punya untuk memikirkanmu, anak kurang ngajar."
459,"Bunga mawar yang mengerikan. Akan ku habisi kau di sini. "
460,"Wanita yang kuat. Dengan tanganku, akan ku serang kau dengan pukulan terakhir."
461,"Kamu sudah tahu niat awalku."
462,"Kita harus mengatasi ketakutan."
463,"Ayo kita pastikan, jurus yang mana yang lebih kuat."
464,"Kamu, berada di mana..."
465,"Aku senang kamu bisa mengenaliku. Kamu di sini sendirian ya."
466,"Hmm,,jadi kangen"
467,"Tata krama seandainya bekerja untuk kerajaan adalah kita harus melayani mereka."
468,"Kita mendapatkan belas kasihan."
469,"Permintaan terakhir seperti tidak ada nilainya."
470,"Hanya kamu dan kita saja yang berbeda. Akan tetapi..."
471,"Aku tidak pernah berfikir akan lari darimu, Marseus."
472,"Bunga yang indah itu kapan datang ya..."
473,"Melen, berperang dengan kamu itu sangat menyedihkan."
474,"Hallo..."
475,"Bagaimana kalau aku menyerang duluan, detective."
476,"Aku akan mencoba jurus pedangku mana yang lebih unggul."
477,"Sprout, tarik kembali pedangmu. Aku tidak ingin bertarung denganmu."
478,"Wakil kerajaan akan menghukum mati kamu..."
479,"Bagaimanapun juga apakah kamu mau bertarung, Ada"
480,"Benarkah, pedang itu akan di kombinasikan"
481,"Bersaing sesama bangsa kerajaan, mau jadi apa ?"
482,"Aku minta maaf, Palmo."
483,"Asura, Aku tidak akan memaafkan kamu."
484,"Pertempuran kita masih belum selesai."
485,"Jadi, semua ini lelucon. Tapi, asalkan ini menarik, kenapa tidak."
486,"hahahaha, jadi ini beneran ?"
487,"Mau mencoba mati bersamaku ?"
488,"Hei, karna aku ingin mati, ayo coba bunuh aku."
489,"Selesai, semuanya selesai."
